batch_num	val_accuracy	val_macro_f1_scores	id_ece	id_sce	id_ace	id_coverage_percentage	id_coverage_width	id_max_prob_kendalls_tau_seq	id_predictive_entropy_kendalls_tau_seq	id_dempster_shafer_kendalls_tau_seq	id_softmax_gap_kendalls_tau_seq	ood_ece	ood_sce	ood_ace	ood_coverage_percentage	ood_coverage_width	ood_max_prob_kendalls_tau_seq	ood_predictive_entropy_kendalls_tau_seq	ood_dempster_shafer_kendalls_tau_seq	ood_softmax_gap_kendalls_tau_seq	aupr_max_prob	auroc_max_prob	aupr_predictive_entropy	auroc_predictive_entropy	aupr_dempster_shafer	auroc_dempster_shafer	aupr_softmax_gap	auroc_softmax_gap
425	0.3548	0.2562	77.9601	0.0000	0.0005	0.9989	27212.0540	0.0954	0.0954	0.0954	0.0954	79.9980	0.0000	0.0000	1.0000	27170.1522	-0.0978	-0.0978	-0.0978	-0.0978	0.2685	0.6157	0.2685	0.6157	0.2685	0.6157	0.2685	0.6157
850	0.6548	0.5194	77.2725	0.0000	0.0008	0.8642	635.7631	0.6610	0.6610	0.6610	0.6610	79.5272	0.0000	0.0000	0.0494	1938.0181	-0.8627	-0.8627	-0.8627	-0.8627	0.4819	0.8043	0.4819	0.8043	0.4819	0.8043	0.4819	0.8043
1275	0.7418	0.6096	77.1087	0.0000	0.0007	0.8304	26.4205	0.7931	0.7931	0.7931	0.7931	79.4088	0.0000	0.0000	0.0121	199.8165	-0.8785	-0.8785	-0.8785	-0.8785	0.5696	0.8371	0.5696	0.8371	0.5696	0.8371	0.5696	0.8371
1700	0.7511	0.5855	77.0775	0.0000	0.0006	0.8233	36.9168	0.8177	0.8177	0.8177	0.8177	79.3764	0.0000	0.0000	0.0312	458.4415	-0.8891	-0.8891	-0.8891	-0.8891	0.5879	0.8471	0.5879	0.8471	0.5879	0.8471	0.5879	0.8471
2125	0.7571	0.6075	77.0588	0.0000	0.0006	0.8219	6.4352	0.8146	0.8146	0.8146	0.8146	79.3502	0.0000	0.0000	0.0010	12.3790	-0.8877	-0.8877	-0.8877	-0.8877	0.5750	0.8487	0.5750	0.8487	0.5750	0.8487	0.5750	0.8487
2550	0.7656	0.6163	77.0448	0.0000	0.0006	0.8247	4.0219	0.8289	0.8289	0.8289	0.8289	79.3302	0.0000	0.0000	0.0010	55.0484	-0.8830	-0.8830	-0.8830	-0.8830	0.5961	0.8636	0.5961	0.8636	0.5961	0.8636	0.5961	0.8636
2975	0.7702	0.6151	77.0382	0.0000	0.0006	0.8134	1.7185	0.8348	0.8348	0.8348	0.8348	79.3244	0.0000	0.0000	0.0000	9.1603	-0.8833	-0.8833	-0.8833	-0.8833	0.6181	0.8669	0.6181	0.8669	0.6181	0.8669	0.6181	0.8669
3400	0.7554	0.6200	77.0537	0.0000	0.0007	0.8082	34.7665	0.8156	0.8156	0.8156	0.8156	79.3313	0.0000	0.0000	0.0010	167.3226	-0.8851	-0.8851	-0.8851	-0.8851	0.5568	0.8463	0.5568	0.8463	0.5568	0.8463	0.5568	0.8463
3825	0.7622	0.6122	77.0408	0.0000	0.0006	0.8145	1.8102	0.8302	0.8302	0.8302	0.8302	79.3223	0.0000	0.0000	0.0000	21.8034	-0.8867	-0.8867	-0.8867	-0.8867	0.5854	0.8593	0.5854	0.8593	0.5854	0.8593	0.5854	0.8593
4250	0.7466	0.6085	77.0520	0.0000	0.0007	0.8060	1.8767	0.8120	0.8120	0.8120	0.8120	79.3244	0.0000	0.0000	0.0000	7.9718	-0.8942	-0.8942	-0.8942	-0.8942	0.5728	0.8462	0.5728	0.8462	0.5728	0.8462	0.5728	0.8462
4675	0.7659	0.6110	77.0390	0.0000	0.0006	0.8108	1.7196	0.8474	0.8474	0.8474	0.8474	79.3039	0.0000	0.0000	0.0000	17.1472	-0.8885	-0.8885	-0.8885	-0.8885	0.5649	0.8557	0.5649	0.8557	0.5649	0.8557	0.5649	0.8557
5100	0.7690	0.6193	77.0286	0.0000	0.0006	0.8119	1.5952	0.8553	0.8553	0.8553	0.8553	79.2999	0.0000	0.0000	0.0000	4.3780	-0.8893	-0.8893	-0.8893	-0.8893	0.6017	0.8649	0.6017	0.8649	0.6017	0.8649	0.6017	0.8649
5525	0.7753	0.6227	77.0257	0.0000	0.0006	0.8153	1.5597	0.8498	0.8498	0.8498	0.8498	79.2886	0.0000	0.0000	0.0000	4.2460	-0.8903	-0.8903	-0.8903	-0.8903	0.5996	0.8647	0.5996	0.8647	0.5996	0.8647	0.5996	0.8647
5950	0.7773	0.6255	77.0256	0.0000	0.0006	0.8136	1.5460	0.8508	0.8508	0.8508	0.8508	79.2940	0.0000	0.0000	0.0000	8.3075	-0.8858	-0.8858	-0.8858	-0.8858	0.6114	0.8687	0.6114	0.8687	0.6114	0.8687	0.6114	0.8687
6375	0.7776	0.6272	77.0245	0.0000	0.0006	0.8119	1.5224	0.8536	0.8536	0.8536	0.8536	79.2882	0.0000	0.0000	0.0000	4.2913	-0.8866	-0.8866	-0.8866	-0.8866	0.6087	0.8704	0.6087	0.8704	0.6087	0.8704	0.6087	0.8704
6800	0.7784	0.6298	77.0232	0.0000	0.0006	0.8114	1.5011	0.8543	0.8543	0.8543	0.8543	79.2879	0.0000	0.0000	0.0000	4.1774	-0.8882	-0.8882	-0.8882	-0.8882	0.6097	0.8718	0.6097	0.8718	0.6097	0.8718	0.6097	0.8718
7225	0.7773	0.6284	77.0231	0.0000	0.0006	0.8111	1.4989	0.8543	0.8543	0.8543	0.8543	79.2881	0.0000	0.0000	0.0000	4.1351	-0.8890	-0.8890	-0.8890	-0.8890	0.6085	0.8710	0.6085	0.8710	0.6085	0.8710	0.6085	0.8710
7650	0.7773	0.6287	77.0218	0.0000	0.0006	0.8114	1.4937	0.8549	0.8549	0.8549	0.8549	79.2882	0.0000	0.0000	0.0000	4.1381	-0.8872	-0.8872	-0.8872	-0.8872	0.6141	0.8729	0.6141	0.8729	0.6141	0.8729	0.6141	0.8729
8075	0.7784	0.6296	77.0217	0.0000	0.0006	0.8128	1.4940	0.8550	0.8550	0.8550	0.8550	79.2902	0.0000	0.0000	0.0000	4.1552	-0.8830	-0.8830	-0.8830	-0.8830	0.6168	0.8733	0.6168	0.8733	0.6168	0.8733	0.6168	0.8733
